Unnamed: 0,Book,Author,Description,Genres,Avg_Rating,Num_Ratings,Genre_Label
4457,"Alice in Zombieland (White Rabbit Chronicles, #1)",Gena Showalter,"She won't rest until she's sent every walking corpse back to its grave. Forever.If anyone had told Alice Bell that her entire life would change course between one heartbeat and the next, she would have laughed. From blissful to tragic, innocent to ruined? Please. But that's all it took. One heartbeat. A blink, a breath, a second, and everything she knew and loved was gone.Her father was right. The monsters are real.To avenge her family, Ali must learn to fight the undead. To survive, she must learn to trust the baddest of the bad boys, Cole Holland. But Cole has secrets of his own, and if Ali isn't careful, those secrets might just prove to be more dangerous than the zombies.","['Young Adult', 'Zombies', 'Fantasy', 'Paranormal', 'Romance', 'Horror', 'Retellings']",4.03,43277.0,0.0
4459,Doll Bones,Holly Black,"Zach, Poppy and Alice have been friends for ever. They love playing with their action figure toys, imagining a magical world of adventure and heroism. But disaster strikes when, without warning, Zach’s father throws out all his toys, declaring he’s too old for them. Zach is furious, confused and embarrassed, deciding that the only way to cope is to stop playing . . . and stop being friends with Poppy and Alice. But one night the girls pay Zach a visit, and tell him about a series of mysterious occurrences. Poppy swears that she is now being haunted by a china doll – who claims that it is made from the ground-up bones of a murdered girl. They must return the doll to where the girl lived, and bury it. Otherwise the three children will be cursed for eternity . . .","['Middle Grade', 'Fantasy', 'Horror', 'Mystery', 'Adventure', 'Young Adult', 'Childrens']",3.68,27788.0,0.0
4460,"Rise of the Evening Star (Fablehaven, #2)",Brandon Mull,"At the end of the school year, Kendra and her brother Seth find themselves racing back to Fablehaven, a refuge for mythical and magical creatures. Grandpa Sorenson, the caretaker, invites three specialists -- a potion master, a magical relics collector, and a mystical creature trapper -- to help protect the property from the Society of the Evening Star, an ancient organization determined to infiltrate the preserve and steal a hidden artifact of great power. Time is running out. The Evening Star is storming the gates. If the artifact falls into the wrong hands, it could mean the downfall of other preserves and possibly the world. Will Kendra learn to use her fairy gifts in time? Will Seth stay out of trouble?","['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Magic', 'Childrens']",4.17,123018.0,0.0
4461,"Grip of the Shadow Plague (Fablehaven, #3)",Brandon Mull,"Strange things are afoot at Fablehaven. Someone or something has released a plague that transforms beings of light into creatures of darkness. Seth discovers the problem in its infancy, but as the infectious disease spreads, it becomes clear that the preserve cannot hold out for long.In dire need of help, the Sorensons question where to turn. The Sphinx has always given sound advice–but is he a traitor? Inside the Quiet Box, Vanessa might have information that could lead to a cure–but can she be trust?Meanwhile, Kendra and members of the Knights of the Dawn must journey to a distant preserve and retrieve another hidden artifact. Will the Society of the Evening Star recover it first? Will the plague eclipse all light at Fablehaven? Find out in Fablehaven: Grip of the Shadow Plague.","['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic', 'Childrens']",4.3,88539.0,0.0
4463,The Monk,Matthew Gregory Lewis,"'He now saw himself stained with the most loathed and monstrous sins, the object of universal execration ... doomed to perish in tortures the most severe'Shocking, erotic and violent, The Monk is the story of Ambrosio, torn between his spiritual vows and the temptations of physical pleasure. His internal battle leads to sexual obsession, rape and murder, yet this book also contains knowing parody of its own excesses as well as social comedy. Written by Matthew Lewis when he was only nineteen, it was a ground-breaking novel in the Gothic Horror genre and spawned hundreds of imitators, drawn in by its mixture of bloodshed, sex and scandal.","['Classics', 'Gothic', 'Horror', 'Fiction', '18th Century', 'Fantasy', 'Literature']",3.82,26610.0,0.0
4464,"The Thief (The Queen's Thief, #1)",Megan Whalen Turner,"The king’s scholar, the magus, believes he knows the site of an ancient treasure. To attain it for his king, he needs a skillful thief, and he selects Gen from the king’s prison. The magus is interested only in the thief’s abilities. What Gen is interested in is anyone’s guess. Their journey toward the treasure is both dangerous and difficult, lightened only imperceptibly by the tales they tell of the old gods and goddesses.Megan Whalen Turner weaves Gen’s stories and Gen’s story together with style and verve in a novel that is filled with intrigue, adventure, and surprise.","['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Historical Fiction', 'Young Adult Fantasy', 'High Fantasy']",3.86,82016.0,0.0
4466,"The Penultimate Peril (A Series of Unfortunate Events, #12)",Lemony Snicket,"
Dear Reader,
If this is the first book you found while searching for a book to read next, then the first thing you should know is that this next-to-last book is what you should put down first. Sadly, this book presents the next-to-last chronicle of the lives of the Baudelaire orphans, and it is next-to-first in its supply of misery, despair, and unpleasantness.Probably the next-to-last thing you would like to read about are a harpoon gun, a rooftop sunbathing salon, two mysterious initials, three unidentified triplets, a notorious villain, and an unsavory curry.Next-to-last things are the first thing to be avoided, and so allow me to recommend that you put this next-to-last book down first, and find something else to read next at last, such as the next-to-last book in another chronicle, or a chronicle containing other next-to-last things, so that this next-to-last book does not become the last book you will read.
With all due respect,
Lemony Snicket","['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Mystery', 'Fantasy', 'Adventure']",4.07,102737.0,0.0
4467,"Dragonflight (Dragonriders of Pern, #1)",Anne McCaffrey,"HOW CAN ONE GIRL SAVE AN ENTIRE WORLD?To the nobles who live in Benden Weyr, Lessa is nothing but a ragged kitchen girl. For most of her life she has survived by serving those who betrayed her father and took over his lands. Now the time has come for Lessa to shed her disguise—and take back her stolen birthright. But everything changes when she meets a queen dragon. The bond they share will be deep and last forever. It will protect them when, for the first time in centuries, Lessa’s world is threatened by Thread, an evil substance that falls like rain and destroys everything it touches. Dragons and their Riders once protected the planet from Thread, but there are very few of them left these days. Now brave Lessa must risk her life, and the life of her beloved dragon, to save her beautiful world. . . .","['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Young Adult', 'High Fantasy']",4.09,133776.0,0.0
4474,Babel-17,Samuel R. Delany,"Babel-17 is all about the power of language. Humanity, which has spread throughout the universe, is involved in a war with the Invaders, who have been covertly assassinating officials and sabotaging spaceships. The only clues humanity has to go on are strange alien messages that have been intercepted in space. Poet and linguist Rydra Wong is determined to understand the language and stop the alien threat. (Paul Goat Allen)","['Science Fiction', 'Fiction', 'Classics', 'Space Opera', 'Science Fiction Fantasy', 'Speculative Fiction', 'Novels']",3.73,16318.0,0.0
4475,"It Had to Be You (Chicago Stars, #1)",Susan Elizabeth Phillips,"What if a woman who knows nothing about sports inherits a professional football team? The Windy City definitely isn't ready for Phoebe Somerville, the outrageous York knockout who’s taking over their home town team. And Phoebe is definitely not prepared for the Stars' head coach Dan Calebow, a sexist jock taskmaster with a one-track mind. This is the book that began it all. The Chicago Stars are about to take the field... and they’re not the only ones playing for keeps.","['Romance', 'Contemporary Romance', 'Contemporary', 'Sports', 'Sports Romance', 'Chick Lit', 'Fiction']",4.01,65329.0,1.0
4476,"Charlie and the Great Glass Elevator (Charlie Bucket, #2)",Roald Dahl,"Last seen flying through the sky in a giant elevator in Charlie and the Chocolate Factory, Charlie Bucket's back for another adventure. When the giant elevator picks up speed, Charlie, Willy Wonka, and the gang are sent hurtling through space and time. Visiting the world’' first space hotel, battling the dreaded Vermicious Knids, and saving the world are only a few stops along this remarkable, intergalactic joyride.","['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure']",3.68,106080.0,0.0
4479,Fairest,Gail Carson Levine,"In the kingdom of Ayortha, who is the fairest of them all? Certainly not Aza. She is thoroughly convinced that she is ugly. What she may lack in looks, though, she makes up for with a kind heart, and with something no one else has-a magical voice. Her vocal talents captivate all who hear them, and in Ontio Castle they attract the attention of a handsome prince - and a dangerous new queen. In this masterful novel filled with humour, adventure, romance, and song, Newbery Honor author Gail Carson Levine invites you to join Aza as she discovers how exquisite she truly is.Ages 8 - 14","['Fantasy', 'Young Adult', 'Fairy Tales', 'Romance', 'Middle Grade', 'Fiction', 'Retellings']",3.89,65138.0,0.0
